VILLE_3;CHAT;CHIEN;VILLE;VILLE_2;COORDONNEES;LON;LAT;CODE POSTAL;CODE INSEE
ACY-EN-MULTIEN;124;103;Acy-en-Multien;acy en  multien;[2.955092797237569, 49.10877712445396];2.955092797;49.10877712;60620;60005
ACY-ROMANCE;49;136;Acy-Romance;acy romance;[4.32704942137883, 49.491892283547315];4.327049421;49.49189228;8300;8001
ADAINCOURT;19;10;Adaincourt;adaincourt;[6.444190249283814, 49.00591625585856];6.444190249;49.00591626;57580;57007
ADAINVILLE;0;1;;fadainville;[1.662325117620828, 48.72015358325315];1.662325118;48.72015358;78113;78006
ADAM-LES-PASSAVANT;3;24;Adam-lès-Passavant;adam les passavant;[6.368949753416322, 47.30457133564625];6.368949753;47.30457134;25360;25006
ADAM-LES-VERCEL;0;22;Adam-lès-Vercel;adam les vercel;[6.390473781280479, 47.16235074241779];6.390473781;47.16235074;25530;25007
ADAMSWILLER;40;97;Adamswiller;adamswiller;[7.201767531152076, 48.90620784985632];7.201767531;48.90620785;67320;67002
ADE;47;159;;ade;[-0.026025565990363, 43.14158394716702];-0.026025566;43.14158395;65100;65002
ADELANGE;48;52;Adelange;adelange;[6.606326523537605, 49.007907382786286];6.606326524;49.00790738;57380;57008
ADERVIELLE-POUCHERGUES;2;11;Adervielle-Pouchergues;adervielle pouchergues;[0.389922766372776, 42.80172801482873];0.389922766;42.80172801;65240;65003
ADILLY;24;65;Adilly;adilly;[-0.315563835199058, 46.701459572232736];-0.315563835;46.70145957;79200;79002
ADINFER;22;39;Adinfer;adinfer;[2.706129504320354, 50.19370617332452];2.706129504;50.19370617;62116;62009
ADISSAN;72;301;Adissan;adissan;[3.426084759887204, 43.53547351899167];3.42608476;43.53547352;34230;34002
ADON;23;97;Adon;adon;[2.797884994900134, 47.76426837318855];2.797884995;47.76426837;45230;45001
ADRIERS;43;267;Adriers;adriers;[0.789659194144349, 46.264610337392796];0.789659194;46.26461034;86430;86001
AFA;131;530;Afa;afa;[8.798289367305056, 41.98440893460801];8.798289367;41.98440893;20167;2A001
AFFIEUX;14;97;Affieux;affieux;[1.767512929826896, 45.507962604369425];1.76751293;45.5079626;19260;19001
AFFLEVILLE;12;55;Affléville;affleville;[5.752888453627942, 49.26396666133096];5.752888454;49.26396666;54800;54004
AFFOUX;34;77;Affoux;affoux;[4.413921297550375, 45.84406453035409];4.413921298;45.84406453;69170;69001
AFFRACOURT;10;23;Affracourt;affracourt;[6.165361950391295, 48.45833704602274];6.16536195;48.45833705;54740;54005
AFFRINGUES;9;107;Affringues;affringues;[2.074924361191743, 50.690335057062576];2.074924361;50.69033506;62380;62010
AGASSAC;12;75;Agassac;agassac;[0.8853014418726751, 43.37209497051366];0.885301442;43.37209497;31230;31001
AGDE;3161;3881;Agde;agde;[3.48447903132636, 43.3091291159943];3.484479031;43.30912912;34300;34003
AGEL;36;67;Agel;agel;[2.8535479563675112, 43.34826342337987];2.853547956;43.34826342;34210;34004
AGEN;2746;2562;Agen;agen;[0.625583928763347, 44.20281391043493];0.625583929;44.20281391;47000;47001
AGENCOURT;29;52;Agencourt;agencourt;[4.9856411405279815, 47.125047430278705];4.985641141;47.12504743;21700;21001
AGEN-D'AVEYRON;39;403;Agen-d'Aveyron;agen d aveyron;[2.693396805134308, 44.3513031938855];2.693396805;44.35130319;12630;12001
AGENVILLE;5;35;Agenville;agenville;[2.107770266948304, 50.171803232156975];2.107770267;50.17180323;80370;80005
AGENVILLERS;11;70;Agenvillers;agenvillers;[1.923670450480178, 50.17928114504736];1.92367045;50.17928115;80150;80006
AGEVILLE;27;45;Ageville;ageville;[5.338098171701999, 48.112447843673465];5.338098172;48.11244784;52340;52001
AGEY;50;36;Agey;agey;[4.762684672183533, 47.28737138769601];4.762684672;47.28737139;21410;21002
AGHIONE;7;60;Aghione;aghione;[9.411525255519168, 42.09850009175167];9.411525256;42.09850009;20270;2B002
AGINCOURT;88;52;Agincourt;agincourt;[6.235592407267489, 48.72940619651368];6.235592407;48.7294062;54770;54006
AGME;7;100;;agme;[0.34044110652499604, 44.489381427240836];0.340441107;44.48938143;47350;47002
AGNAC;59;261;Agnac;agnac;[0.38274295480927, 44.640821375041334];0.382742955;44.64082138;47800;47003
AGNAT;9;38;Agnat;agnat;[3.450181768303905, 45.34504182839903];3.450181768;45.34504183;43100;43001
AGNEAUX;308;471;Agneaux;agneaux;[-1.129913730525568, 49.11549021137492];-1.129913731;49.11549021;50180;50002
AGNEZ-LES-DUISANS;41;160;Agnez-lès-Duisans;agnez les duisans;[2.650212883728054, 50.31023221259412];2.650212884;50.31023221;62161;62011
AGNICOURT-ET-SECHELLES;7;174;Agnicourt-et-Séchelles;agnicourt et sechelles;[3.960432118162781, 49.71665736259645];3.960432118;49.71665736;2340;2004
AGNIERES;34;65;Agnières;agnieres;[2.607725143178357, 50.35359426679667];2.607725143;50.35359427;62690;62012
AGNIERES-EN-DEVOLUY;9;66;;agnieres en devoluy;[5.8646433369370214, 44.68267178146308];5.864643337;44.68267178;5250;5002
AGNIN;62;260;Agnin;agnin;[4.859978581642487, 45.336599033570046];4.859978582;45.33659903;38150;38003
AGNOS;56;147;Agnos;agnos;[-0.629327958939883, 43.15392246009266];-0.629327959;43.15392246;64400;64007
AGNY;177;362;Agny;agny;[2.760552500157859, 50.25295660881171];2.7605525;50.25295661;62217;62013
AGONAC;130;428;Agonac;agonac;[0.7453183764508241, 45.28159920195501];0.745318376;45.2815992;24460;24002
AGON-COUTAINVILLE;329;408;Agon-Coutainville;agon coutainville;[-1.581445748080829, 49.0388327180596];-1.581445748;49.03883272;50230;50003
AGONES;25;50;Agonès;agones;[3.726526304087389, 43.90105235906977];3.726526304;43.90105236;34190;34005
AGONGES;24;271;Agonges;agonges;[3.148842784661111, 46.618019703705485];3.148842785;46.6180197;3210;3002
AGOS-VIDALOS;16;122;Agos-Vidalos;agos vidalos;[-0.075411144431566, 43.039740563303546];-0.075411144;43.03974056;65400;65004
AGUDELLE;8;29;Agudelle;agudelle;[-0.46963423553836803, 45.3822931602608];-0.469634236;45.38229316;17500;17002
AGUESSAC;53;224;Aguessac;aguessac;[3.068989578050621, 44.16139016094766];3.068989578;44.16139016;12520;12002
AGUILCOURT;33;66;Aguilcourt;aguilcourt;[3.9680367942598043, 49.39365079600673];3.968036794;49.3936508;2190;2005
AGUTS;18;44;Aguts;aguts;[1.924501413876798, 43.53192391659317];1.924501414;43.53192392;81470;81001
AGY;11;50;Agy;agy;[-0.7791945696843301, 49.23767951651163];-0.77919457;49.23767952;14400;14003
AHAXE-ALCIETTE-BASCASSAN;5;53;Ahaxe-Alciette-Bascassan;ahaxe alciette bascassan;[-1.163798982727375, 43.14396878844139];-1.163798983;43.14396879;64220;64008
AHETZE;195;318;Ahetze;ahetze;[-1.570679858836872, 43.40427626848624];-1.570679859;43.40427627;64210;64009
AHEVILLE;3;9;Ahéville;aheville;[6.199356833155652, 48.28462893981118];6.199356833;48.28462894;88500;88002
AHUILLE;115;308;Ahuillé;ahuille;[-0.8728480033040361, 48.02427496751192];-0.872848003;48.02427497;53940;53001
AHUN;102;410;Ahun;ahun;[2.02430101436116, 46.08616907650751];2.024301014;46.08616908;23150;23001
AHUY;139;247;Ahuy;ahuy;[5.021297274463913, 47.371356342136885];5.021297274;47.37135634;21121;21003
AIBES;25;92;Aibes;aibes;[4.096227014330976, 50.23370940403162];4.096227014;50.2337094;59149;59003
AIBRE;26;71;Aibre;aibre;[6.697872762390835, 47.55183306205904];6.697872762;47.55183306;25750;25008
AICIRITS-CAMOU-SUHAST;20;62;Aïcirits-Camou-Suhast;aicirits camou suhast;[-1.016492480983687, 43.353656429253];-1.016492481;43.35365643;64120;64010
AIFFRES;385;765;Aiffres;79230aiffres;[-0.414290974669818, 46.28205044664139];-0.414290975;46.28205045;79230;79003
AIGALIERS;65;330;Aigaliers;aigaliers;[4.310879057857809, 44.06955220985632];4.310879058;44.06955221;30700;30001
AIGLEMONT;131;218;Aiglemont;aiglemont;[4.770087288218811, 49.79022057752294];4.770087288;49.79022058;8090;8003
AIGLEPIERRE;32;57;Aiglepierre;aiglepierre;[5.809537944461578, 46.95539445086392];5.809537944;46.95539445;39110;39006
AIGLEVILLE;38;83;Aigleville;aigleville;[1.425808572912278, 49.0059752091167];1.425808573;49.00597521;27120;27004
AIGLUN;117;264;Aiglun;aiglun;[6.138428453379626, 44.06387445665505];6.138428453;44.06387446;4510;4001
AIGNAN;52;301;Aignan;aignan;[0.08703566465956801, 43.69443293552199];0.087035665;43.69443294;32290;32001
AIGNAY-LE-DUC;14;87;Aignay-le-Duc;aignay le duc;[4.750718075295068, 47.67175385813293];4.750718075;47.67175386;21510;21004
AIGNE;154;228;Aigne;aigne;[0.105520640210973, 48.067442263258705];0.10552064;48.06744226;72650;72001
AIGNERVILLE;8;55;;aignerville;[-0.9184651844767731, 49.32618672832543];-0.918465184;49.32618673;14710;14004
AIGNES;39;72;Aignes;aignes;[1.586457748212836, 43.33492326788334];1.586457748;43.33492327;31550;31002
AIGNEVILLE;47;284;Aigneville;aigneville;[1.60998293634637, 50.03676329993355];1.609982936;50.0367633;80210;80008
AIGNY;21;83;Aigny;aigny;[4.220455827769645, 49.042644399027836];4.220455828;49.0426444;51150;51003
AIGONNAY;46;209;;agonnay;[-0.24862083834683602, 46.326579294532074];-0.248620838;46.32657929;79370;79004
AIGRE;107;237;Aigre;aigre;[-0.0003763993618935798, 45.88917026341926];-0.000376399;45.88917026;16140;16005
AIGREFEUILLE;337;224;Aigrefeuille;aigrefeuille;[1.584214453751248, 43.56936358822488];1.584214454;43.56936359;31280;31003
AIGREFEUILLE-D'AUNIS;411;570;Aigrefeuille-d'Aunis;aigre  feuille  d'aunis;[-0.9445420034915841, 46.11650628699099];-0.944542003;46.11650629;17290;17003
AIGREFEUILLE-SUR-MAINE;270;394;Aigrefeuille-sur-Maine;aigrefeuille sur maine;[-1.415564555072463, 47.071925661093395];-1.415564555;47.07192566;44140;44002
AIGREMONT;193;301;Aigremont;aigremont;[3.890383439823823, 47.71810135878016];3.89038344;47.71810136;89800;89002
AIGUEBELETTE-LE-LAC;25;38;Aiguebelette-le-Lac;aiguebelette le lac;[5.813875897475978, 45.547687590264196];5.813875897;45.54768759;73610;73001
AIGUEBELLE;36;169;;aiguebelle;[6.304497384682762, 45.53289848056806];6.304497385;45.53289848;73220;73002
AIGUEBLANCHE;211;330;Grand-Aigueblanche;aigueblanche;[6.514707253009179, 45.519864684401604];6.514707253;45.51986468;73260;73003
AIGUEFONDE;129;546;Aiguefonde;aiguefonde;[2.323155814179817, 43.49285501743593];2.323155814;43.49285502;81200;81002
AIGUEPERSE;164;517;Aigueperse;aigueperse;[4.423307227191282, 46.280126883226075];4.423307227;46.28012688;69790;69002
AIGUES-JUNTES;5;14;Aigues-Juntes;aigues juntes;[1.471511230094969, 43.05061796163577];1.47151123;43.05061796;9240;9001
AIGUES-MORTES;1402;1672;Aigues-Mortes;aigues mortes;[4.183498020632124, 43.55072496351802];4.183498021;43.55072496;30220;30003
AIGUES-VIVES;664;956;Aigues-Vives;aigue vives;[1.876956389023584, 43.00065753281345];1.876956389;43.00065753;9600;9002
AIGUEZE;19;107;Aiguèze;aigueze;[4.51739879150941, 44.31601865641099];4.517398792;44.31601866;30760;30005
AIGUILHE;83;148;Aiguilhe;aiguilhe;[3.8852472913748173, 45.05306931989762];3.885247291;45.05306932;43000;43002
AIGUILLES;16;45;Aiguilles;aiguilles;[6.875180982357549, 44.779344290504625];6.875180982;44.77934429;5470;5003
AIGUINES;14;85;Aiguines;aiguines;[6.304394299442664, 43.728436950555455];6.304394299;43.72843695;83630;83002
AILLANT-SUR-MILLERON;35;138;Aillant-sur-Milleron;aillant sur millaron;[2.936678631044386, 47.79488001838627];2.936678631;47.79488002;45230;45002
AILLANT-SUR-THOLON;251;488;Poilly-sur-Tholon;aillant sur tholon;[3.328348025761321, 47.87108297924452];3.328348026;47.87108298;89110;89003
AILLAS;55;269;Aillas;aillas;[-0.06621573070023601, 44.48352651480088];-0.066215731;44.48352651;33124;33002
AILLEUX;25;102;Ailleux;ailleux;[3.93365168542564, 45.79916046866707];3.933651685;45.79916047;42130;42002
AILLEVANS;6;47;Aillevans;aillevans;[6.417818128739888, 47.590106458687245];6.417818129;47.59010646;70110;70005
AILLEVILLE;18;64;Ailleville;ailleville;[4.694493292675681, 48.254999570440795];4.694493293;48.25499957;10200;10002
AILLEVILLERS-ET-LYAUMONT;39;179;Aillevillers-et-Lyaumont;aillevillers et lyaumont;[6.332479861362071, 47.93823328060723];6.332479861;47.93823328;70320;70006
AILLIANVILLE;6;108;Aillianville;aillianville;[5.482944194705557, 48.33330276358687];5.482944195;48.33330276;52700;52003
AILLIERES-BEAUVOIR;16;62;Aillières-Beauvoir;aillieres beauvoir;[0.321252383861866, 48.39964936389713];0.321252384;48.39964936;72600;72002
AILLONCOURT;16;54;Ailloncourt;ailloncourt;[6.388813319689604, 47.7571786627084];6.38881332;47.75717866;70300;70007
AILLON-LE-JEUNE;55;137;Aillon-le-Jeune;aillon le jeune;[6.08868598171127, 45.60886395285846];6.088685982;45.60886395;73340;73004
AILLON-LE-VIEUX;9;50;Aillon-le-Vieux;aillon le vieux;[6.088106241884899, 45.65065238628587];6.088106242;45.65065239;73340;73005
AILLY;155;368;Ailly;ailly;[1.244314470678353, 49.15752467483123];1.244314471;49.15752467;27600;27005
AILLY-LE-HAUT-CLOCHER;68;232;Ailly-le-Haut-Clocher;ailly haut clocher;[1.99604067500245, 50.08136612785724];1.996040675;50.08136613;80690;80009
AILLY-SUR-NOYE;271;497;Ailly-sur-Noye;ailly sur noye;[2.346994461966012, 49.74666080441309];2.346994462;49.7466608;80250;80010
AILLY-SUR-SOMME;248;576;Ailly-sur-Somme;aiily sur somme;[2.186092227459519, 49.91348765786548];2.186092227;49.91348766;80470;80011
AIMARGUES;603;1132;Aimargues;aimargues;[4.203751001248693, 43.67178036934835];4.203751001;43.67178037;30470;30006
AIME;109;246;;aime;[6.618369745964586, 45.55257689323035];6.618369746;45.55257689;73210;73006
AINAY-LE-CHATEAU;92;339;Ainay-le-Château;ainay chateau;[2.72085613517662, 46.71556784908535];2.720856135;46.71556785;3360;3003
AINAY-LE-VIEIL;15;56;Ainay-le-Vieil;ainay le vieil;[2.544173799329835, 46.664111403838895];2.544173799;46.6641114;18200;18002
AINCILLE;1;21;Aincille;aincille;[-1.197657452684151, 43.133952191784665];-1.197657453;43.13395219;64220;64011
AINCOURT;120;118;Aincourt;aincourt;[1.7740341615322, 49.07284430212834];1.774034162;49.0728443;95510;95008
AINCREVILLE;1;31;Aincreville;aincreville;[5.116171646487584, 49.369746937477224];5.116171646;49.36974694;55110;55004
AINGERAY;63;113;Aingeray;aingeray;[6.019231576398642, 48.736962434358865];6.019231576;48.73696243;54460;54007
AINGEVILLE;2;32;Aingeville;aingeville;[5.768216912331234, 48.20515936965985];5.768216912;48.20515937;88140;88003
AINHARP;3;13;Ainharp;ainharp;[-0.935719451957656, 43.25473886787848];-0.935719452;43.25473887;64130;64012
AINHICE-MONGELOS;5;17;Ainhice-Mongelos;ainhice mongelos;[-1.15953469931854, 43.21434122157467];-1.159534699;43.21434122;64220;64013
AINHOA;19;174;Ainhoa;ainhoa;[-1.4851435436288432, 43.29738707076594];-1.485143544;43.29738707;64250;64014
AINVELLE;24;141;Ainvelle;ainvelle;[5.8289171506325115, 47.98737959652552];5.828917151;47.9873796;88320;88004
AIRAINES;249;432;Airaines;airaines;[1.945130357366235, 49.972071231800356];1.945130357;49.97207123;80270;80013
AIRAN;66;140;;airan;[-0.145440484478934, 49.09531242185937];-0.145440484;49.09531242;14370;14005
AIRE;9;42;Aire;aire;[4.163888725751708, 49.4707483814904];4.163888726;49.47074838;8190;8004
AIREL;33;207;Airel;airel;[-1.08007866425944, 49.21250935241897];-1.080078664;49.21250935;50680;50004
AIRE-SUR-L'ADOUR;472;1113;Aire-sur-l'Adour;aire sur l'adour;[-0.265145513574342, 43.698352573596225];-0.265145514;43.69835257;40800;40001
AIRE-SUR-LA-LYS;491;1925;Aire-sur-la-Lys;aire sur la lys;[2.395332679458821, 50.64416411152024];2.395332679;50.64416411;62120;62014
AIRION;100;62;Airion;airion;[2.418143125941194, 49.422251407853174];2.418143126;49.42225141;60600;60008
AIRON-NOTRE-DAME;18;99;Airon-Notre-Dame;airon notre dame;[1.6678908719163812, 50.441220744588854];1.667890872;50.44122074;62180;62015
AIROUX;24;22;Airoux;airoux;[1.87455000903622, 43.36769101360998];1.874550009;43.36769101;11320;11002
AIRVAULT;165;698;Airvault;airault;[-0.13588024829619702, 46.832972510313745];-0.135880248;46.83297251;79600;79005
AISEY-ET-RICHECOURT;2;29;Aisey-et-Richecourt;aisey et richecourt;[5.955366981133521, 47.88811394940622];5.955366981;47.88811395;70500;70009
AISEY-SUR-SEINE;14;69;Aisey-sur-Seine;aisey sur seine;[4.578148421307759, 47.74798655376914];4.578148421;47.74798655;21400;21006
AISONVILLE-ET-BERNOVILLE;11;59;Aisonville-et-Bernoville;aisonville et bernoville;[3.511202055932772, 49.93014816198993];3.511202056;49.93014816;2110;2006
AISSEY;4;51;Aïssey;aissey;[6.326939760262077, 47.26992717020703];6.32693976;47.26992717;25360;25009
AISY-SOUS-THIL;18;42;Aisy-sous-Thil;aisy sous thil;[4.278873723978386, 47.39345251706671];4.278873724;47.39345252;21390;21007
AISY-SUR-ARMANCON;35;118;Aisy-sur-Armançon;aisy sur armancon;[4.209083718098451, 47.65695740823672];4.209083718;47.65695741;89390;89004
AITI;0;2;Aiti;aiti;[9.228736473057577, 42.40431783770902];9.228736473;42.40431784;20244;2B003
AITON;96;268;Aiton;aiton;[6.257350927000711, 45.57337926431312];6.257350927;45.57337926;73220;73007
AIX;64;219;Aix;aix;[3.30536772065253, 50.49842104295414];3.305367721;50.49842104;59310;59004
AIX-EN-DIOIS;6;122;;aix en diois;[5.383351001267354, 44.70240630649818];5.383351001;44.70240631;26150;26001
AIX-EN-ERGNY;15;39;Aix-en-Ergny;aix en ergny;[2.0001176470888, 50.587244026094304];2.000117647;50.58724403;62650;62017
AIX-EN-ISSART;8;60;Aix-en-Issart;aix en issart;[1.8610529979362642, 50.480257228175624];1.861052998;50.48025723;62170;62018
AIX-EN-OTHE;122;465;;aix en othe;[3.736327941130472, 48.197574577142234];3.736327941;48.19757458;10160;10003
AIX-EN-PROVENCE;15362;13514;Aix-en-Provence;aix en provence;[5.398574445818331, 43.53607083783732];5.398574446;43.53607084;13080/13090/13100/13290/13540;13001
AIXE-SUR-VIENNE;500;1002;Aixe-sur-Vienne;aixe sur vienne;[1.132561198855963, 45.798115838998214];1.132561199;45.79811584;87700;87001
AIX-LA-FAYETTE;8;14;Aix-la-Fayette;aix la fayette;[3.52877162272279, 45.506976283579085];3.528771623;45.50697628;63980;63002
AIX-LES-BAINS;3577;3983;Aix-les-Bains;aix les bains;[5.903886269549161, 45.697854167500566];5.90388627;45.69785417;73100;73008
